"asn_number","organization_name","organization_country","rir_registry","asn_type","is_known_hosting","is_known_vpn","first_seen","last_seen","unique_ip_count","total_session_count","enrichment","enrichment_updated_at","created_at","updated_at"
4750,"CS LOXINFO PUBLIC COMPANY LIMITED","TH",NULL,NULL,False,False,"2025-11-06 19:01:59.219635+00","2025-11-06 19:01:59.252221+00",0,0,"{}",NULL,"2025-11-06 19:01:59.219635+00","2025-11-06 19:01:59.252221+00"
4755,"TATA Communications formerly VSNL is Leading ISP","IN",NULL,NULL,False,False,"2025-11-06 19:00:15.682088+00","2025-11-06 19:02:46.536024+00",0,0,"{}",NULL,"2025-11-06 19:00:15.682088+00","2025-11-06 19:02:46.536024+00"
4758,"National Informatics Centre","IN",NULL,NULL,False,False,"2025-11-06 19:00:33.598941+00","2025-11-06 19:00:33.603619+00",0,0,"{}",NULL,"2025-11-06 19:00:33.598941+00","2025-11-06 19:00:33.603619+00"
4760,"HKT Limited","HK",NULL,NULL,False,False,"2025-11-06 18:59:32.120824+00","2025-11-06 19:03:34.659538+00",0,0,"{}",NULL,"2025-11-06 18:59:32.120824+00","2025-11-06 19:03:34.659538+00"
4761,"INDOSAT Internet Network Provider","ID",NULL,NULL,False,False,"2025-11-06 18:59:35.191488+00","2025-11-06 18:59:36.87785+00",0,0,"{}",NULL,"2025-11-06 18:59:35.191488+00","2025-11-06 18:59:36.87785+00"
4764,"Aussie Broadband","AU",NULL,NULL,False,False,"2025-11-06 19:00:18.891234+00","2025-11-06 19:00:30.29842+00",0,0,"{}",NULL,"2025-11-06 19:00:18.891234+00","2025-11-06 19:00:30.29842+00"
4766,"Korea Telecom","KR","apnic",NULL,False,False,"2025-11-06 15:54:21.225153+00","2025-11-06 19:02:55.898596+00",0,0,"{}",NULL,"2025-11-06 15:54:21.225153+00","2025-11-06 19:02:55.898596+00"
4771,"Spark New Zealand Trading Ltd.","NZ",NULL,NULL,False,False,"2025-11-06 18:59:37.303115+00","2025-11-06 19:01:54.660561+00",0,0,"{}",NULL,"2025-11-06 18:59:37.303115+00","2025-11-06 19:01:54.660561+00"
4773,"MobileOne Ltd. MobileInternet Service Provider Singapore","SG",NULL,NULL,False,False,"2025-11-06 18:59:33.307097+00","2025-11-06 19:02:38.128736+00",0,0,"{}",NULL,"2025-11-06 18:59:33.307097+00","2025-11-06 19:02:38.128736+00"
4775,"Globe Telecoms","PH",NULL,NULL,False,False,"2025-11-06 18:59:33.287967+00","2025-11-06 19:01:34.242115+00",0,0,"{}",NULL,"2025-11-06 18:59:33.287967+00","2025-11-06 19:01:34.242115+00"
4780,"Digital United Inc.","TW",NULL,NULL,False,False,"2025-11-06 18:59:25.481888+00","2025-11-06 19:02:55.278407+00",0,0,"{}",NULL,"2025-11-06 18:59:25.481888+00","2025-11-06 19:02:55.278407+00"
4787,"PT Cyberindo Aditama","ID",NULL,NULL,False,False,"2025-11-06 18:59:22.258384+00","2025-11-06 19:01:32.670329+00",0,0,"{}",NULL,"2025-11-06 18:59:22.258384+00","2025-11-06 19:01:32.670329+00"
4788,"TM TECHNOLOGY SERVICES SDN. BHD.","MY","apnic",NULL,False,False,"2025-11-06 15:54:28.541449+00","2025-11-06 19:02:53.571414+00",0,0,"{}",NULL,"2025-11-06 15:54:28.541449+00","2025-11-06 19:02:53.571414+00"
4800,"PT Aplikanusa Lintasarta","ID",NULL,NULL,False,False,"2025-11-06 15:54:07.360387+00","2025-11-06 19:01:32.548079+00",0,0,"{}",NULL,"2025-11-06 15:54:07.360387+00","2025-11-06 19:01:32.548079+00"
4804,"Microplex PTY LTD","AU",NULL,NULL,False,False,"2025-11-06 18:59:26.445272+00","2025-11-06 19:02:37.590319+00",0,0,"{}",NULL,"2025-11-06 18:59:26.445272+00","2025-11-06 19:02:37.590319+00"
4808,"China Unicom Beijing Province Network","CN",NULL,NULL,False,False,"2025-11-06 18:59:19.019835+00","2025-11-06 19:01:54.595887+00",0,0,"{}",NULL,"2025-11-06 18:59:19.019835+00","2025-11-06 19:01:54.595887+00"
4811,"China Telecom Group","CN",NULL,NULL,False,False,"2025-11-06 15:54:06.094131+00","2025-11-06 19:02:54.002928+00",0,0,"{}",NULL,"2025-11-06 15:54:06.094131+00","2025-11-06 19:02:54.002928+00"
4812,"China Telecom Group","CN",NULL,NULL,False,False,"2025-11-06 15:54:05.416971+00","2025-11-06 19:02:45.092597+00",0,0,"{}",NULL,"2025-11-06 15:54:05.416971+00","2025-11-06 19:02:45.092597+00"
4816,"China Telecom Group","CN",NULL,NULL,False,False,"2025-11-06 15:54:10.782234+00","2025-11-06 19:02:14.218699+00",0,0,"{}",NULL,"2025-11-06 15:54:10.782234+00","2025-11-06 19:02:14.218699+00"
4818,"DiGi Telecommunications Sdn. Bhd.","MY",NULL,NULL,False,False,"2025-11-06 18:59:37.216732+00","2025-11-06 19:02:37.362523+00",0,0,"{}",NULL,"2025-11-06 18:59:37.216732+00","2025-11-06 19:02:37.362523+00"
4821,"PT Sinergi Semesta Telematika","ID",NULL,NULL,False,False,"2025-11-06 19:01:56.06426+00","2025-11-06 19:01:56.06426+00",0,0,"{}",NULL,"2025-11-06 19:01:56.06426+00","2025-11-06 19:01:56.06426+00"
4826,"Vocus Connect International Backbone","AU",NULL,NULL,False,False,"2025-11-06 19:02:38.307108+00","2025-11-06 19:02:38.307108+00",0,0,"{}",NULL,"2025-11-06 19:02:38.307108+00","2025-11-06 19:02:38.307108+00"
4835,"China Telecom Group","CN",NULL,NULL,False,False,"2025-11-06 19:00:06.645328+00","2025-11-06 19:00:06.645328+00",0,0,"{}",NULL,"2025-11-06 19:00:06.645328+00","2025-11-06 19:00:06.645328+00"
4837,"CHINA UNICOM China169 Backbone","CN","apnic",NULL,False,False,"2025-11-06 15:54:05.40593+00","2025-11-06 19:02:55.261672+00",0,0,"{}",NULL,"2025-11-06 15:54:05.40593+00","2025-11-06 19:02:55.261672+00"
4847,"China Networks Inter-Exchange","CN",NULL,NULL,False,False,"2025-11-06 15:54:08.697938+00","2025-11-06 19:01:49.435676+00",0,0,"{}",NULL,"2025-11-06 15:54:08.697938+00","2025-11-06 19:01:49.435676+00"
5009,"EATEL","US",NULL,NULL,False,False,"2025-11-06 19:02:57.678865+00","2025-11-06 19:02:57.678865+00",0,0,"{}",NULL,"2025-11-06 19:02:57.678865+00","2025-11-06 19:02:57.678865+00"
5056,"AUREON-5056","US",NULL,NULL,False,False,"2025-11-06 19:00:41.872828+00","2025-11-06 19:00:41.872828+00",0,0,"{}",NULL,"2025-11-06 19:00:41.872828+00","2025-11-06 19:00:41.872828+00"
5065,"BUNNY-COMMUNICATIONS-GLOBAL","TH",NULL,NULL,False,False,"2025-11-06 15:54:08.368841+00","2025-11-06 15:54:08.368841+00",0,0,"{}",NULL,"2025-11-06 15:54:08.368841+00","2025-11-06 15:54:08.368841+00"
5089,"Virgin Media","GB",NULL,NULL,False,False,"2025-11-06 19:02:56.450069+00","2025-11-06 19:03:32.769503+00",0,0,"{}",NULL,"2025-11-06 19:02:56.450069+00","2025-11-06 19:03:32.769503+00"
5378,"Vodafone Limited","GB",NULL,NULL,False,False,"2025-11-06 19:02:56.526695+00","2025-11-06 19:03:29.058444+00",0,0,"{}",NULL,"2025-11-06 19:02:56.526695+00","2025-11-06 19:03:29.058444+00"
5384,"Emirates Telecommunications Group Company (etisalat Group) Pjsc","AE",NULL,NULL,False,False,"2025-11-06 19:00:45.951476+00","2025-11-06 19:03:35.317579+00",0,0,"{}",NULL,"2025-11-06 19:00:45.951476+00","2025-11-06 19:03:35.317579+00"
5385,"Russmedia IT GmbH","AT",NULL,NULL,False,False,"2025-11-06 19:01:19.36423+00","2025-11-06 19:01:19.36423+00",0,0,"{}",NULL,"2025-11-06 19:01:19.36423+00","2025-11-06 19:01:19.36423+00"
5391,"Hrvatski Telekom d.d.","HR",NULL,NULL,False,False,"2025-11-06 19:01:19.038683+00","2025-11-06 19:03:07.577586+00",0,0,"{}",NULL,"2025-11-06 19:01:19.038683+00","2025-11-06 19:03:07.577586+00"
5400,NULL,"FI","ripencc",NULL,False,False,"2025-11-06 18:59:15.699336+00","2025-11-06 18:59:15.699336+00",0,0,"{}",NULL,"2025-11-06 18:59:15.699336+00","2025-11-06 18:59:15.699336+00"
5410,"Bouygues Telecom SA","FR",NULL,NULL,False,False,"2025-11-06 19:00:33.731167+00","2025-11-06 19:03:34.812583+00",0,0,"{}",NULL,"2025-11-06 19:00:33.731167+00","2025-11-06 19:03:34.812583+00"
5413,"Wavenet Limited","GB",NULL,NULL,False,False,"2025-11-06 19:00:46.317745+00","2025-11-06 19:03:09.477006+00",0,0,"{}",NULL,"2025-11-06 19:00:46.317745+00","2025-11-06 19:03:09.477006+00"
5432,"Proximus NV","BE","ripencc",NULL,False,False,"2025-11-06 15:54:13.134062+00","2025-11-06 19:03:29.601921+00",0,0,"{}",NULL,"2025-11-06 15:54:13.134062+00","2025-11-06 19:03:29.601921+00"
5466,"Eir Broadband","IE",NULL,NULL,False,False,"2025-11-06 19:03:24.66771+00","2025-11-06 19:03:24.673541+00",0,0,"{}",NULL,"2025-11-06 19:03:24.66771+00","2025-11-06 19:03:24.673541+00"
5483,"Magyar Telekom Plc.","HU",NULL,NULL,False,False,"2025-11-06 19:00:19.215186+00","2025-11-06 19:03:29.270237+00",0,0,"{}",NULL,"2025-11-06 19:00:19.215186+00","2025-11-06 19:03:29.270237+00"
5484,"Shabakeh Gostar Shahriyar Co. (Ltd.)","IR",NULL,NULL,False,False,"2025-11-06 19:01:00.636565+00","2025-11-06 19:01:00.636565+00",0,0,"{}",NULL,"2025-11-06 19:01:00.636565+00","2025-11-06 19:01:00.636565+00"
5504,"Logosnet Services Limited","CY",NULL,NULL,False,False,"2025-11-06 19:01:45.288789+00","2025-11-06 19:01:45.288789+00",0,0,"{}",NULL,"2025-11-06 19:01:45.288789+00","2025-11-06 19:01:45.288789+00"
5563,"JSC ER-Telecom Holding","RU",NULL,NULL,False,False,"2025-11-06 19:03:26.156092+00","2025-11-06 19:03:26.156092+00",0,0,"{}",NULL,"2025-11-06 19:03:26.156092+00","2025-11-06 19:03:26.156092+00"
5603,"Telekom Slovenije, d.d.","SI",NULL,NULL,False,False,"2025-11-06 19:01:18.778007+00","2025-11-06 19:03:24.748443+00",0,0,"{}",NULL,"2025-11-06 19:01:18.778007+00","2025-11-06 19:03:24.748443+00"
5607,"Sky UK Limited","GB",NULL,NULL,False,False,"2025-11-06 19:00:46.238903+00","2025-11-06 19:03:35.175479+00",0,0,"{}",NULL,"2025-11-06 19:00:46.238903+00","2025-11-06 19:03:35.175479+00"
5610,"O2 Czech Republic, a.s.","CZ",NULL,NULL,False,False,"2025-11-06 18:59:29.149849+00","2025-11-06 19:03:28.56559+00",0,0,"{}",NULL,"2025-11-06 18:59:29.149849+00","2025-11-06 19:03:28.56559+00"
5617,"Orange Polska Spolka Akcyjna","PL",NULL,NULL,False,False,"2025-11-06 19:01:19.856091+00","2025-11-06 19:03:36.74164+00",0,0,"{}",NULL,"2025-11-06 19:01:19.856091+00","2025-11-06 19:03:36.74164+00"
5645,"TEKSAVVY","CA",NULL,NULL,False,False,"2025-11-06 18:59:23.363207+00","2025-11-06 18:59:23.38104+00",0,0,"{}",NULL,"2025-11-06 18:59:23.363207+00","2025-11-06 18:59:23.38104+00"
5650,"FRONTIER-FRTR","US","arin",NULL,False,False,"2025-11-06 18:59:15.444268+00","2025-11-06 19:03:04.612018+00",0,0,"{}",NULL,"2025-11-06 18:59:15.444268+00","2025-11-06 19:03:04.612018+00"
5713,"SAIX-NET","ZA",NULL,NULL,False,False,"2025-11-06 19:01:21.697359+00","2025-11-06 19:01:21.702486+00",0,0,"{}",NULL,"2025-11-06 19:01:21.697359+00","2025-11-06 19:01:21.702486+00"
5742,"CCINET","US",NULL,NULL,False,False,"2025-11-06 19:01:39.877209+00","2025-11-06 19:01:39.882102+00",0,0,"{}",NULL,"2025-11-06 19:01:39.877209+00","2025-11-06 19:01:39.882102+00"
5769,"VIDEOTRON","CA",NULL,NULL,False,False,"2025-11-06 19:00:09.865563+00","2025-11-06 19:03:37.526086+00",0,0,"{}",NULL,"2025-11-06 19:00:09.865563+00","2025-11-06 19:03:37.526086+00"
5972,NULL,"US","arin",NULL,False,False,"2025-11-06 15:54:24.061552+00","2025-11-06 15:54:24.061552+00",0,0,"{}",NULL,"2025-11-06 15:54:24.061552+00","2025-11-06 15:54:24.061552+00"
6057,"Administracion Nacional de Telecomunicaciones","UY",NULL,NULL,False,False,"2025-11-06 19:00:35.50374+00","2025-11-06 19:01:27.63342+00",0,0,"{}",NULL,"2025-11-06 19:00:35.50374+00","2025-11-06 19:01:27.63342+00"
6079,"RCN-AS","US",NULL,NULL,False,False,"2025-11-06 19:00:08.339532+00","2025-11-06 19:02:59.642172+00",0,0,"{}",NULL,"2025-11-06 19:00:08.339532+00","2025-11-06 19:02:59.642172+00"
6128,"CABLE-NET-1","US",NULL,NULL,False,False,"2025-11-06 18:59:22.79273+00","2025-11-06 19:03:37.674941+00",0,0,"{}",NULL,"2025-11-06 18:59:22.79273+00","2025-11-06 19:03:37.674941+00"
6134,"XNNET","HK",NULL,NULL,False,False,"2025-11-06 19:02:07.584838+00","2025-11-06 19:02:07.590011+00",0,0,"{}",NULL,"2025-11-06 19:02:07.584838+00","2025-11-06 19:02:07.590011+00"
6147,"Telefonica del Peru S.A.A.","PE",NULL,NULL,False,False,"2025-11-06 19:00:38.444491+00","2025-11-06 19:02:16.779488+00",0,0,"{}",NULL,"2025-11-06 19:00:38.444491+00","2025-11-06 19:02:16.779488+00"
6167,"CELLCO-PART","US",NULL,NULL,False,False,"2025-11-06 19:00:35.170558+00","2025-11-06 19:03:04.906377+00",0,0,"{}",NULL,"2025-11-06 19:00:35.170558+00","2025-11-06 19:03:04.906377+00"
6181,"FUSE-NET","US",NULL,NULL,False,False,"2025-11-06 19:00:08.435475+00","2025-11-06 19:03:04.749387+00",0,0,"{}",NULL,"2025-11-06 19:00:08.435475+00","2025-11-06 19:03:04.749387+00"
6300,"CCI-TEXAS","US",NULL,NULL,False,False,"2025-11-06 19:00:10.280321+00","2025-11-06 19:03:05.049887+00",0,0,"{}",NULL,"2025-11-06 19:00:10.280321+00","2025-11-06 19:03:05.049887+00"
6327,"SHAW","CA",NULL,NULL,False,False,"2025-11-06 19:00:42.74251+00","2025-11-06 19:03:37.65262+00",0,0,"{}",NULL,"2025-11-06 19:00:42.74251+00","2025-11-06 19:03:37.65262+00"
6400,"Compania Dominicana de Telefonos S. A.","DO",NULL,NULL,False,False,"2025-11-06 19:00:52.087747+00","2025-11-06 19:03:00.945697+00",0,0,"{}",NULL,"2025-11-06 19:00:52.087747+00","2025-11-06 19:03:00.945697+00"
6407,"PRIMUS-AS6407","CA",NULL,NULL,False,False,"2025-11-06 19:00:41.801247+00","2025-11-06 19:01:38.985192+00",0,0,"{}",NULL,"2025-11-06 19:00:41.801247+00","2025-11-06 19:01:38.985192+00"
6412,"Gulfnet International KEMS LLC","KW",NULL,NULL,False,False,"2025-11-06 19:03:09.294025+00","2025-11-06 19:03:09.294025+00",0,0,"{}",NULL,"2025-11-06 19:03:09.294025+00","2025-11-06 19:03:09.294025+00"
6424,"Edgoo Networks Unipessoal Lda","AO",NULL,NULL,False,False,"2025-11-06 19:00:31.406631+00","2025-11-06 19:00:31.411461+00",0,0,"{}",NULL,"2025-11-06 19:00:31.406631+00","2025-11-06 19:00:31.411461+00"
6535,"Telmex Servicios Empresariales S.A.","CL",NULL,NULL,False,False,"2025-11-06 19:00:55.320913+00","2025-11-06 19:00:55.320913+00",0,0,"{}",NULL,"2025-11-06 19:00:55.320913+00","2025-11-06 19:00:55.320913+00"
6536,"CITYNET","US",NULL,NULL,False,False,"2025-11-06 19:03:02.554563+00","2025-11-06 19:03:02.554563+00",0,0,"{}",NULL,"2025-11-06 19:03:02.554563+00","2025-11-06 19:03:02.554563+00"
6568,"EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA","BO",NULL,NULL,False,False,"2025-11-06 19:00:53.868997+00","2025-11-06 19:01:12.688787+00",0,0,"{}",NULL,"2025-11-06 19:00:53.868997+00","2025-11-06 19:01:12.688787+00"
6580,"GWTC","US",NULL,NULL,False,False,"2025-11-06 19:01:46.584593+00","2025-11-06 19:03:02.651706+00",0,0,"{}",NULL,"2025-11-06 19:01:46.584593+00","2025-11-06 19:03:02.651706+00"
6639,"CWCAYMAN","KY",NULL,NULL,False,False,"2025-11-06 19:03:01.21766+00","2025-11-06 19:03:01.21766+00",0,0,"{}",NULL,"2025-11-06 19:03:01.21766+00","2025-11-06 19:03:01.21766+00"
6663,"Euroweb Romania S.R.L.","SK",NULL,NULL,False,False,"2025-11-06 19:02:22.987321+00","2025-11-06 19:02:22.987321+00",0,0,"{}",NULL,"2025-11-06 19:02:22.987321+00","2025-11-06 19:02:22.987321+00"
6697,"Republican Unitary Telecommunication Enterprise Beltelecom","BY",NULL,NULL,False,False,"2025-11-06 19:00:49.183229+00","2025-11-06 19:03:34.05642+00",0,0,"{}",NULL,"2025-11-06 19:00:49.183229+00","2025-11-06 19:03:34.05642+00"
6703,"Private Joint-stock Company farlep-invest","UA",NULL,NULL,False,False,"2025-11-06 19:01:45.222318+00","2025-11-06 19:01:45.611093+00",0,0,"{}",NULL,"2025-11-06 19:01:45.222318+00","2025-11-06 19:01:45.611093+00"
6712,"TVP Format Llc","UA",NULL,NULL,False,False,"2025-11-06 19:03:32.026576+00","2025-11-06 19:03:32.026576+00",0,0,"{}",NULL,"2025-11-06 19:03:32.026576+00","2025-11-06 19:03:32.026576+00"
6713,"Itissalat Al-MAGHRIB","MA",NULL,NULL,False,False,"2025-11-06 19:00:26.944342+00","2025-11-06 19:03:10.527427+00",0,0,"{}",NULL,"2025-11-06 19:00:26.944342+00","2025-11-06 19:03:10.527427+00"
6724,"Strato GmbH","DE",NULL,NULL,False,False,"2025-11-06 19:03:10.365452+00","2025-11-06 19:03:10.365452+00",0,0,"{}",NULL,"2025-11-06 19:03:10.365452+00","2025-11-06 19:03:10.365452+00"
6730,"Sunrise GmbH","CH",NULL,NULL,False,False,"2025-11-06 19:01:44.925227+00","2025-11-06 19:03:06.043225+00",0,0,"{}",NULL,"2025-11-06 19:01:44.925227+00","2025-11-06 19:03:06.043225+00"
6739,"Vodafone Ono, S.A.","ES",NULL,NULL,False,False,"2025-11-06 19:03:10.470818+00","2025-11-06 19:03:36.652139+00",0,0,"{}",NULL,"2025-11-06 19:03:10.470818+00","2025-11-06 19:03:36.652139+00"
6752,"Andorra Telecom, S.a.u.","AD",NULL,NULL,False,False,"2025-11-06 19:03:24.114137+00","2025-11-06 19:03:24.118913+00",0,0,"{}",NULL,"2025-11-06 19:03:24.114137+00","2025-11-06 19:03:24.118913+00"
6789,"Crelcom LLC","UA",NULL,NULL,False,False,"2025-11-06 19:03:09.537527+00","2025-11-06 19:03:24.082474+00",0,0,"{}",NULL,"2025-11-06 19:03:09.537527+00","2025-11-06 19:03:24.082474+00"
6799,"OTEnet S\.A\.","GR",NULL,NULL,False,False,"2025-11-06 19:01:59.700273+00","2025-11-06 19:03:35.393059+00",0,0,"{}",NULL,"2025-11-06 19:01:59.700273+00","2025-11-06 19:03:35.393059+00"
6805,"Telefonica Germany","DE",NULL,NULL,False,False,"2025-11-06 19:01:56.219259+00","2025-11-06 19:03:35.626477+00",0,0,"{}",NULL,"2025-11-06 19:01:56.219259+00","2025-11-06 19:03:35.626477+00"
6810,"Bezeq- THE ISRAEL TELECOMMUNICATION CORP. LTD.","IL",NULL,NULL,False,False,"2025-11-06 18:59:29.078033+00","2025-11-06 19:03:23.070648+00",0,0,"{}",NULL,"2025-11-06 18:59:29.078033+00","2025-11-06 19:03:23.070648+00"
6821,"Makedonski Telekom AD-Skopje","MK",NULL,NULL,False,False,"2025-11-06 19:03:05.847053+00","2025-11-06 19:03:35.780855+00",0,0,"{}",NULL,"2025-11-06 19:03:05.847053+00","2025-11-06 19:03:35.780855+00"
6830,"Liberty Global B.V.","IE",NULL,NULL,False,False,"2025-11-06 18:59:28.793103+00","2025-11-06 19:03:09.173271+00",0,0,"{}",NULL,"2025-11-06 18:59:28.793103+00","2025-11-06 19:03:09.173271+00"
6848,"Telenet BV","BE",NULL,NULL,False,False,"2025-11-06 19:00:49.170448+00","2025-11-06 19:03:22.179777+00",0,0,"{}",NULL,"2025-11-06 19:00:49.170448+00","2025-11-06 19:03:22.179777+00"
6849,"JSC Ukrtelecom","UA","ripencc",NULL,False,False,"2025-11-06 19:02:06.874071+00","2025-11-06 19:03:34.465242+00",0,0,"{}",NULL,"2025-11-06 19:02:06.874071+00","2025-11-06 19:03:34.465242+00"
6855,"Slovak Telekom, a.s.","SK",NULL,NULL,False,False,"2025-11-06 19:01:44.762266+00","2025-11-06 19:01:46.173183+00",0,0,"{}",NULL,"2025-11-06 19:01:44.762266+00","2025-11-06 19:01:46.173183+00"
6856,"AO IK Informsvyaz-Chernozemye","RU",NULL,NULL,False,False,"2025-11-06 19:01:47.504046+00","2025-11-06 19:02:22.059675+00",0,0,"{}",NULL,"2025-11-06 19:01:47.504046+00","2025-11-06 19:02:22.059675+00"
6866,"Cyprus Telecommunications Authority","CY",NULL,NULL,False,False,"2025-11-06 19:01:45.164135+00","2025-11-06 19:03:25.574536+00",0,0,"{}",NULL,"2025-11-06 19:01:45.164135+00","2025-11-06 19:03:25.574536+00"
6871,"British Telecommunications PLC","GB",NULL,NULL,False,False,"2025-11-06 19:00:19.857335+00","2025-11-06 19:01:47.576391+00",0,0,"{}",NULL,"2025-11-06 19:00:19.857335+00","2025-11-06 19:01:47.576391+00"
6876,"TENET Scientific Production Enterprise LLC","UA",NULL,NULL,False,False,"2025-11-06 19:00:45.661112+00","2025-11-06 19:03:26.64832+00",0,0,"{}",NULL,"2025-11-06 19:00:45.661112+00","2025-11-06 19:03:26.64832+00"
6939,"HURRICANE","US",NULL,NULL,False,False,"2025-11-06 19:01:00.054941+00","2025-11-06 19:03:04.744774+00",0,0,"{}",NULL,"2025-11-06 19:01:00.054941+00","2025-11-06 19:03:04.744774+00"
7018,"ATT-INTERNET4","US","arin",NULL,False,False,"2025-11-06 15:54:12.855379+00","2025-11-06 19:03:38.908971+00",0,0,"{}",NULL,"2025-11-06 15:54:12.855379+00","2025-11-06 19:03:38.908971+00"
7029,"WINDSTREAM","US","arin",NULL,False,False,"2025-11-06 18:59:15.396509+00","2025-11-06 19:03:38.618108+00",0,0,"{}",NULL,"2025-11-06 18:59:15.396509+00","2025-11-06 19:03:38.618108+00"
7106,"INDEPENDENTSFIBERNETWORK","US",NULL,NULL,False,False,"2025-11-06 19:03:04.282129+00","2025-11-06 19:03:04.292987+00",0,0,"{}",NULL,"2025-11-06 19:03:04.282129+00","2025-11-06 19:03:04.292987+00"
7155,"VIASAT-SP-BACKBONE","US",NULL,NULL,False,False,"2025-11-06 19:00:33.40825+00","2025-11-06 19:01:44.757194+00",0,0,"{}",NULL,"2025-11-06 19:00:33.40825+00","2025-11-06 19:01:44.757194+00"
7191,"CENTURYLINK-PRISM","US",NULL,NULL,False,False,"2025-11-06 19:03:02.520318+00","2025-11-06 19:03:02.520318+00",0,0,"{}",NULL,"2025-11-06 19:03:02.520318+00","2025-11-06 19:03:02.520318+00"
7235,"LANMINDS","US",NULL,NULL,False,False,"2025-11-06 19:02:59.666632+00","2025-11-06 19:02:59.666632+00",0,0,"{}",NULL,"2025-11-06 19:02:59.666632+00","2025-11-06 19:02:59.666632+00"
7250,"SURRY-TELEPHONE-MEMB-CORP","US",NULL,NULL,False,False,"2025-11-06 19:00:41.836562+00","2025-11-06 19:02:07.655682+00",0,0,"{}",NULL,"2025-11-06 19:00:41.836562+00","2025-11-06 19:02:07.655682+00"
7303,"Telecom Argentina S.A.","AR","lacnic",NULL,False,False,"2025-11-06 15:54:36.556242+00","2025-11-06 19:01:57.605192+00",0,0,"{}",NULL,"2025-11-06 15:54:36.556242+00","2025-11-06 19:01:57.605192+00"
7311,"FRONTIER","CA",NULL,NULL,False,False,"2025-11-06 19:01:46.323609+00","2025-11-06 19:02:17.478577+00",0,0,"{}",NULL,"2025-11-06 19:01:46.323609+00","2025-11-06 19:02:17.478577+00"
7377,NULL,"US","arin",NULL,False,False,"2025-11-06 18:59:15.428388+00","2025-11-06 18:59:15.428388+00",0,0,"{}",NULL,"2025-11-06 18:59:15.428388+00","2025-11-06 18:59:15.428388+00"
7385,NULL,"US","arin",NULL,False,False,"2025-11-06 18:59:15.593747+00","2025-11-06 18:59:15.593747+00",0,0,"{}",NULL,"2025-11-06 18:59:15.593747+00","2025-11-06 18:59:15.593747+00"
7418,"TELEFONICA CHILE S.A.","CL",NULL,NULL,False,False,"2025-11-06 19:00:54.14004+00","2025-11-06 19:01:29.730818+00",0,0,"{}",NULL,"2025-11-06 19:00:54.14004+00","2025-11-06 19:01:29.730818+00"
7420,"ZAMNET-AS","ZM",NULL,NULL,False,False,"2025-11-06 19:01:23.194463+00","2025-11-06 19:01:23.194463+00",0,0,"{}",NULL,"2025-11-06 19:01:23.194463+00","2025-11-06 19:01:23.194463+00"
7459,"GRANDECOM-AS1","US",NULL,NULL,False,False,"2025-11-06 19:02:44.233593+00","2025-11-06 19:03:03.702386+00",0,0,"{}",NULL,"2025-11-06 19:02:44.233593+00","2025-11-06 19:03:03.702386+00"
7470,"TRUE INTERNET Co.,Ltd.","TH",NULL,NULL,False,False,"2025-11-06 19:00:38.606115+00","2025-11-06 19:00:38.612114+00",0,0,"{}",NULL,"2025-11-06 19:00:38.606115+00","2025-11-06 19:00:38.612114+00"
7474,"SingTel Optus Pty Ltd","AU",NULL,NULL,False,False,"2025-11-06 19:02:46.492077+00","2025-11-06 19:02:46.512289+00",0,0,"{}",NULL,"2025-11-06 19:02:46.492077+00","2025-11-06 19:02:46.512289+00"
